obs,prediction,truth
-1.3117481470108032,1.3690876960754395,1.7999999523162842
0.819939374923706,1.4689524173736572,1.659999966621399
0.3895024359226227,1.420975923538208,1.3300000429153442
-0.9018082618713379,1.3368494510650635,1.4500000476837158
-1.1682692766189575,1.3578262329101562,1.5099999904632568
-1.0247902870178223,1.3465648889541626,1.3700000047683716
-1.5987061262130737,1.3919553756713867,1.590000033378601
1.1478912830352783,1.5109015703201294,2.1500000953674316
-0.30739539861679077,1.2859245538711548,1.440000057220459
-1.7011910676956177,1.4003822803497314,1.2200000286102295
-1.4347301721572876,1.3787404298782349,1.3899999856948853
0.5944724082946777,1.4349968433380127,0.9300000071525574
0.10254450887441635,1.3913614749908447,2.1500000953674316
-1.7011910676956177,1.4003822803497314,1.5399999618530273
-1.1067782640457153,1.3529999256134033,1.090000033378601
-0.9428022503852844,1.3401238918304443,0.9900000095367432
0.5329813957214355,1.428102731704712,1.2799999713897705
0.7994423508644104,1.4656506776809692,1.6399999856948853
0.5739753842353821,1.4326987266540527,1.2899999618530273
0.7994423508644104,1.4656506776809692,1.3300000429153442
-0.799323320388794,1.3242039680480957,1.4800000190734863
-0.7173353433609009,1.313906192779541,0.9100000262260437
0.5124844312667847,1.425804615020752,0.9800000190734863
0.8609333634376526,1.4762189388275146,1.4800000190734863
-0.18441343307495117,1.3185653686523438,1.0700000524520874
-0.55335932970047,1.2980232238769531,1.2599999904632568
1.0659033060073853,1.5037113428115845,1.5199999809265137
0.7994423508644104,1.4656506776809692,1.559999942779541
1.5373342037200928,1.5190517902374268,1.8600000143051147
0.18453249335289001,1.4046707153320312,1.3300000429153442
1.3528612852096558,1.5205869674682617,1.0399999618530273
0.24602347612380981,1.4087092876434326,1.6799999475479126
-0.14341944456100464,1.3300776481628418,0.9800000190734863
0.18453249335289001,1.4046707153320312,1.190000057220459
-0.4713713824748993,1.287778377532959,0.8600000143051147
-1.0042932033538818,1.3449561595916748,1.0199999809265137
0.10254450887441635,1.3913614749908447,1.100000023841858
-1.6806941032409668,1.3986842632293701,1.8799999952316284
1.0864002704620361,1.5056179761886597,1.8200000524520874
-0.450874388217926,1.285611867904663,1.3300000429153442
1.2298792600631714,1.5166397094726562,1.559999942779541
-0.7583293318748474,1.319055199623108,1.159999966621399
-0.26640141010284424,1.2966320514678955,0.8600000143051147
1.024909257888794,1.4998981952667236,1.8799999952316284
0.8404363393783569,1.472422480583191,1.1299999952316284
1.0454063415527344,1.5018048286437988,2.369999885559082
-1.0862812995910645,1.351391077041626,1.9800000190734863
0.041053518652915955,1.3769614696502686,1.659999966621399
1.3733582496643066,1.5203750133514404,1.0800000429153442
0.6559633612632751,1.4437034130096436,1.5800000429153442
-0.020437465980648994,1.3624948263168335,1.5199999809265137
0.7174543738365173,1.453485369682312,1.350000023841858
1.598825216293335,1.519723892211914,1.3200000524520874
1.578328251838684,1.5194997787475586,0.8399999737739563
0.6559633612632751,1.4437034130096436,1.159999966621399
0.6559633612632751,1.4437034130096436,1.5399999618530273
0.4919874370098114,1.424124836921692,1.309999942779541
-0.26640141010284424,1.2966320514678955,1.690000057220459
-0.49186837673187256,1.2904961109161377,1.440000057220459
-0.020437465980648994,1.3624948263168335,1.8799999952316284
-1.1067782640457153,1.3529999256134033,1.8700000047683716
0.9634183049201965,1.4928091764450073,1.4700000286102295
-0.49186837673187256,1.2904961109161377,1.5399999618530273
-1.4962211847305298,1.3836331367492676,1.7699999809265137
-0.26640141010284424,1.2966320514678955,0.9900000095367432
-1.1682692766189575,1.3578262329101562,1.4800000190734863
-0.9018082618713379,1.3368494510650635,2.109999895095825
-1.0247902870178223,1.3465648889541626,1.0299999713897705
-1.6806941032409668,1.3986842632293701,1.2300000190734863
0.14353850483894348,1.3984092473983765,1.0299999713897705
1.4758431911468506,1.5187418460845947,1.600000023841858
1.1478912830352783,1.5109015703201294,1.4900000095367432
-0.10242544859647751,1.3415896892547607,0.9200000166893005
0.20502948760986328,1.4069221019744873,1.25
0.18453249335289001,1.4046707153320312,1.8200000524520874
-0.5943533182144165,1.3019872903823853,0.8700000047683716
-0.2868984043598175,1.29127836227417,1.5299999713897705
-0.6558443307876587,1.3078515529632568,1.3200000524520874
-1.4142332077026367,1.377131700515747,1.4500000476837158
-1.2297601699829102,1.3626525402069092,1.0700000524520874
1.4758431911468506,1.5187418460845947,1.5299999713897705
-0.881311297416687,1.334628701210022,1.2599999904632568
-0.2868984043598175,1.29127836227417,1.2999999523162842
0.9634183049201965,1.4928091764450073,1.3200000524520874
0.06155051663517952,1.381788730621338,0.949999988079071
0.7789453864097595,1.4623490571975708,1.100000023841858
-0.6558443307876587,1.3078515529632568,1.4299999475479126
-1.7011910676956177,1.4003822803497314,1.25
0.8404363393783569,1.472422480583191,2.7300000190734863
1.1478912830352783,1.5109015703201294,2.130000114440918
-1.5167181491851807,1.3852975368499756,1.1200000047683716
1.2093822956085205,1.5153056383132935,2.2899999618530273
1.6603162288665771,1.5224180221557617,1.5499999523162842
-0.9223052859306335,1.338486671447754,1.0399999618530273
1.6193221807479858,1.5203063488006592,1.1100000143051147
-0.6148503422737122,1.3039486408233643,1.5099999904632568
0.92242431640625,1.4861822128295898,1.1200000047683716
-0.983796238899231,1.3433473110198975,1.9700000286102295
0.12304150313138962,1.3951616287231445,1.4299999475479126
-1.639700174331665,1.3952882289886475,1.6799999475479126
-0.450874388217926,1.285611867904663,1.1699999570846558
1.2093822956085205,1.5153056383132935,2.880000114440918
0.8814303278923035,1.4795401096343994,1.7899999618530273
-0.12292244285345078,1.3358335494995117,1.4700000286102295
0.28701746463775635,1.4108302593231201,0.9599999785423279
-0.983796238899231,1.3433473110198975,2.0199999809265137
0.9839153289794922,1.4959888458251953,1.7100000381469727
0.3690054416656494,1.419106364250183,1.0399999618530273
-0.9632992744445801,1.3417384624481201,2.130000114440918
0.737951397895813,1.4563164710998535,2.2899999618530273
0.2665204703807831,1.4092402458190918,1.3799999952316284
-0.4098803699016571,1.2817134857177734,1.5299999713897705
-0.12292244285345078,1.3358335494995117,1.690000057220459
-1.6806941032409668,1.3986842632293701,1.6399999856948853
1.4553462266921997,1.519060730934143,1.3799999952316284
1.2503762245178223,1.5177092552185059,1.7400000095367432
1.3938552141189575,1.5200464725494385,1.8300000429153442
0.10254450887441635,1.3913614749908447,1.2200000286102295
-1.147772192955017,1.356217622756958,2.049999952316284
1.3528612852096558,1.5205869674682617,2.069999933242798
0.22552648186683655,1.407949686050415,2.619999885559082
-0.881311297416687,1.334628701210022,0.9900000095367432
0.3280114531517029,1.4148122072219849,2.0
1.3938552141189575,1.5200464725494385,1.7999999523162842
-0.799323320388794,1.3242039680480957,1.6399999856948853
-0.12292244285345078,1.3358335494995117,0.9300000071525574
1.680813193321228,1.523473858833313,1.4299999475479126
-1.4552271366119385,1.3803491592407227,0.949999988079071
0.06155051663517952,1.381788730621338,0.9700000286102295
-1.0452872514724731,1.3481736183166504,1.6299999952316284
0.8404363393783569,1.472422480583191,2.190000057220459
5.952878200332634e-05,1.3673067092895508,0.9800000190734863
0.10254450887441635,1.3913614749908447,1.5
-0.4713713824748993,1.287778377532959,0.9599999785423279
-1.2912511825561523,1.3674789667129517,0.7200000286102295
0.92242431640625,1.4861822128295898,1.6699999570846558
0.6969574093818665,1.4504621028900146,1.1799999475479126
0.34850844740867615,1.4169591665267944,2.009999990463257
0.5329813957214355,1.428102731704712,1.440000057220459
-1.1887662410736084,1.3594350814819336,1.350000023841858
-1.2502572536468506,1.3642613887786865,1.340000033378601
0.92242431640625,1.4861822128295898,1.4199999570846558
-0.06143145635724068,1.3523939847946167,0.9399999976158142
-1.5987061262130737,1.3919553756713867,2.130000114440918
-0.14341944456100464,1.3300776481628418,1.0499999523162842
0.9019273519515991,1.482861042022705,1.909999966621399
-0.9632992744445801,1.3417384624481201,1.25
0.5944724082946777,1.4349968433380127,1.590000033378601
-0.18441343307495117,1.3185653686523438,0.9399999976158142
0.9839153289794922,1.4959888458251953,1.4800000190734863
-1.3732391595840454,1.3739140033721924,0.949999988079071
0.28701746463775635,1.4108302593231201,1.5199999809265137
0.5124844312667847,1.425804615020752,1.4199999570846558
0.10254450887441635,1.3913614749908447,0.949999988079071
-0.5738563537597656,1.3000051975250244,1.0399999618530273
1.598825216293335,1.519723892211914,1.4600000381469727
-1.1682692766189575,1.3578262329101562,1.100000023841858
-0.5943533182144165,1.3019872903823853,0.8799999952316284
1.0659033060073853,1.5037113428115845,2.3299999237060547
0.6149693727493286,1.437294840812683,1.5700000524520874
1.701310157775879,1.5245296955108643,1.659999966621399
-0.983796238899231,1.3433473110198975,1.100000023841858
-0.24590441584587097,1.301985740661621,1.1699999570846558
1.578328251838684,1.5194997787475586,1.2200000286102295
-0.5123653411865234,1.2932138442993164,0.9399999976158142
-0.983796238899231,1.3433473110198975,1.6100000143051147
-0.983796238899231,1.3433473110198975,1.0800000429153442
0.22552648186683655,1.407949686050415,1.399999976158142
-1.0862812995910645,1.351391077041626,1.100000023841858
0.34850844740867615,1.4169591665267944,1.809999942779541
-0.06143145635724068,1.3523939847946167,1.559999942779541
-0.7173353433609009,1.313906192779541,0.7799999713897705
1.3528612852096558,1.5205869674682617,2.0899999141693115
-0.04093446210026741,1.3577091693878174,1.25
1.024909257888794,1.4998981952667236,1.3899999856948853
-0.9428022503852844,1.3401238918304443,1.1100000143051147
-0.6968383193016052,1.3117543458938599,1.8899999856948853
0.3690054416656494,1.419106364250183,1.340000033378601
0.47149044275283813,1.4237148761749268,1.4199999570846558
5.952878200332634e-05,1.3673067092895508,2.0199999809265137
-1.721688151359558,1.4020802974700928,1.0199999809265137
0.020556524395942688,1.3721340894699097,1.340000033378601
-0.5738563537597656,1.3000051975250244,1.649999976158142
1.4348492622375488,1.5193893909454346,1.600000023841858
-0.2868984043598175,1.29127836227417,0.800000011920929
-0.635347306728363,1.3059000968933105,1.2300000190734863
-0.12292244285345078,1.3358335494995117,0.7699999809265137
-1.5782091617584229,1.3902908563613892,1.5
1.004412293434143,1.4979918003082275,2.309999942779541
-0.20491042733192444,1.3128092288970947,0.9599999785423279
-0.9428022503852844,1.3401238918304443,1.25
0.08204751461744308,1.3865888118743896,2.0799999237060547
0.6764603853225708,1.447082757949829,1.559999942779541
0.5534784197807312,1.4304007291793823,0.9399999976158142
-0.04093446210026741,1.3577091693878174,1.1399999856948853
-0.43037739396095276,1.2836627960205078,1.059999942779541
0.14353850483894348,1.3984092473983765,1.8600000143051147
1.598825216293335,1.519723892211914,1.4800000190734863
-0.799323320388794,1.3242039680480957,1.0099999904632568
-0.5328623652458191,1.295802116394043,1.1299999952316284
-0.2868984043598175,1.29127836227417,1.600000023841858
-0.4098803699016571,1.2817134857177734,1.2899999618530273
-0.7788262963294983,1.321629524230957,1.5399999618530273
1.3938552141189575,1.5200464725494385,1.5
-1.0247902870178223,1.3465648889541626,1.0299999713897705
-1.2297601699829102,1.3626525402069092,2.190000057220459
-1.2297601699829102,1.3626525402069092,0.9900000095367432
-1.4142332077026367,1.377131700515747,2.059999942779541
1.4143521785736084,1.519717812538147,1.25
0.9634183049201965,1.4928091764450073,1.4800000190734863
-0.6148503422737122,1.3039486408233643,1.0499999523162842
-0.6148503422737122,1.3039486408233643,1.3700000047683716
1.3118672370910645,1.5194358825683594,1.8200000524520874
1.2913702726364136,1.5188604593276978,1.559999942779541
0.9839153289794922,1.4959888458251953,2.3299999237060547
1.5373342037200928,1.5190517902374268,0.8899999856948853
0.10254450887441635,1.3913614749908447,1.3200000524520874
0.7174543738365173,1.453485369682312,1.5099999904632568
-0.43037739396095276,1.2836627960205078,1.1399999856948853
0.3895024359226227,1.420975923538208,0.9100000262260437
0.6149693727493286,1.437294840812683,1.5299999713897705
0.9429213404655457,1.4895031452178955,1.3300000429153442
1.3118672370910645,1.5194358825683594,1.8200000524520874
1.3733582496643066,1.5203750133514404,1.5
1.1273943185806274,1.5092062950134277,1.4500000476837158
-1.2502572536468506,1.3642613887786865,1.440000057220459
0.020556524395942688,1.3721340894699097,1.0499999523162842
-0.18441343307495117,1.3185653686523438,1.0399999618530273
-0.2868984043598175,1.29127836227417,0.9100000262260437
1.106897234916687,1.5075243711471558,1.2599999904632568
0.28701746463775635,1.4108302593231201,1.3200000524520874
0.6559633612632751,1.4437034130096436,0.9300000071525574
1.024909257888794,1.4998981952667236,1.440000057220459
1.2708733081817627,1.5182849168777466,1.6200000047683716
0.4304964244365692,1.4228949546813965,1.7000000476837158
0.6969574093818665,1.4504621028900146,1.4500000476837158
-1.5987061262130737,1.3919553756713867,1.2100000381469727
1.680813193321228,1.523473858833313,1.159999966621399
-0.08192845433950424,1.3470790386199951,1.3899999856948853
-0.32789239287376404,1.2805708646774292,0.6899999976158142
-0.6558443307876587,1.3078515529632568,1.7400000095367432
-0.32789239287376404,1.2805708646774292,1.7300000190734863
0.18453249335289001,1.4046707153320312,1.5499999523162842
-1.5782091617584229,1.3902908563613892,1.190000057220459
1.2298792600631714,1.5166397094726562,2.1700000762939453
1.4143521785736084,1.519717812538147,1.1299999952316284
-0.7583293318748474,1.319055199623108,0.75
0.22552648186683655,1.407949686050415,1.5199999809265137
-1.557712197303772,1.3886263370513916,1.2899999618530273
-1.065784215927124,1.3497824668884277,1.1200000047683716
1.3528612852096558,1.5205869674682617,1.840000033378601
0.6354663968086243,1.440407156944275,1.5800000429153442
0.16403549909591675,1.4015398025512695,1.0700000524520874
1.2708733081817627,1.5182849168777466,1.3899999856948853
-0.7173353433609009,1.313906192779541,1.7799999713897705
-0.4713713824748993,1.287778377532959,1.3300000429153442
-1.1682692766189575,1.3578262329101562,1.590000033378601
1.2503762245178223,1.5177092552185059,1.7699999809265137
-0.9223052859306335,1.338486671447754,2.140000104904175
-0.6763413548469543,1.3098030090332031,1.0499999523162842
-0.8403173089027405,1.329352855682373,1.399999976158142
-0.8198202848434448,1.3267784118652344,1.0399999618530273
-0.9018082618713379,1.3368494510650635,1.1299999952316284
-0.30739539861679077,1.2859245538711548,1.5399999618530273
-1.4142332077026367,1.377131700515747,1.149999976158142
1.1888853311538696,1.5139718055725098,1.659999966621399
-1.3117481470108032,1.3690876960754395,1.850000023841858
0.5329813957214355,1.428102731704712,0.7799999713897705
1.6193221807479858,1.5203063488006592,1.5700000524520874
1.3938552141189575,1.5200464725494385,1.3700000047683716
1.3733582496643066,1.5203750133514404,1.659999966621399
-1.2297601699829102,1.3626525402069092,1.2699999809265137
1.4348492622375488,1.5193893909454346,1.440000057220459
0.92242431640625,1.4861822128295898,1.2100000381469727
-1.6192030906677246,1.3936198949813843,1.4299999475479126
0.6559633612632751,1.4437034130096436,0.8500000238418579
-0.04093446210026741,1.3577091693878174,1.7899999618530273
1.701310157775879,1.5245296955108643,1.3200000524520874
-1.2092632055282593,1.3610438108444214,1.9500000476837158
1.6398191452026367,1.5213623046875,1.340000033378601
-1.557712197303772,1.3886263370513916,1.6399999856948853
-1.5782091617584229,1.3902908563613892,1.100000023841858
-0.7788262963294983,1.321629524230957,1.899999976158142
0.8609333634376526,1.4762189388275146,1.4299999475479126
-0.26640141010284424,1.2966320514678955,1.600000023841858
1.4963401556015015,1.518603801727295,0.800000011920929
-1.5372151136398315,1.3869619369506836,0.9900000095367432
1.516837239265442,1.5188276767730713,1.409999966621399
-1.2297601699829102,1.3626525402069092,1.8899999856948853
-0.12292244285345078,1.3358335494995117,1.1299999952316284
-0.6968383193016052,1.3117543458938599,1.9299999475479126
0.7584483623504639,1.459147572517395,1.9600000381469727
-1.639700174331665,1.3952882289886475,1.2599999904632568
-1.721688151359558,1.4020802974700928,0.8899999856948853
-1.721688151359558,1.4020802974700928,1.149999976158142
-1.3937361240386963,1.3755228519439697,1.0099999904632568
0.22552648186683655,1.407949686050415,1.1399999856948853
1.4553462266921997,1.519060730934143,1.7300000190734863
-0.881311297416687,1.334628701210022,2.7899999618530273
0.3690054416656494,1.419106364250183,1.149999976158142
-0.10242544859647751,1.3415896892547607,0.8899999856948853
1.6603162288665771,1.5224180221557617,1.4299999475479126
1.1683882474899292,1.5124859809875488,1.590000033378601
0.819939374923706,1.4689524173736572,1.1399999856948853
1.2708733081817627,1.5182849168777466,1.5
-0.6558443307876587,1.3078515529632568,1.4600000381469727
1.3733582496643066,1.5203750133514404,2.009999990463257
-0.2868984043598175,1.29127836227417,1.090000033378601
-0.983796238899231,1.3433473110198975,1.5
-0.06143145635724068,1.3523939847946167,1.350000023841858
1.1478912830352783,1.5109015703201294,1.7999999523162842
0.4919874370098114,1.424124836921692,1.4500000476837158
0.34850844740867615,1.4169591665267944,1.4900000095367432
-0.24590441584587097,1.301985740661621,1.5499999523162842
-1.0042932033538818,1.3449561595916748,1.1100000143051147
-0.9223052859306335,1.338486671447754,1.4700000286102295
0.8404363393783569,1.472422480583191,1.399999976158142
1.2298792600631714,1.5166397094726562,1.659999966621399
-1.1887662410736084,1.3594350814819336,1.25
1.4348492622375488,1.5193893909454346,1.0299999713897705
0.5534784197807312,1.4304007291793823,1.190000057220459
1.2503762245178223,1.5177092552185059,2.0999999046325684
0.08204751461744308,1.3865888118743896,1.1299999952316284
-0.6968383193016052,1.3117543458938599,1.5499999523162842
-0.799323320388794,1.3242039680480957,1.8899999856948853
-0.635347306728363,1.3059000968933105,1.2400000095367432
1.1683882474899292,1.5124859809875488,2.119999885559082
0.8609333634376526,1.4762189388275146,1.7300000190734863
0.10254450887441635,1.3913614749908447,0.9399999976158142
-0.983796238899231,1.3433473110198975,0.7099999785423279
-1.5372151136398315,1.3869619369506836,0.7799999713897705
-0.30739539861679077,1.2859245538711548,0.949999988079071
0.22552648186683655,1.407949686050415,1.5399999618530273
1.3938552141189575,1.5200464725494385,1.899999976158142
0.3690054416656494,1.419106364250183,0.9700000286102295
-0.8403173089027405,1.329352855682373,1.0399999618530273
0.4919874370098114,1.424124836921692,1.5099999904632568
-1.2092632055282593,1.3610438108444214,1.7999999523162842
0.819939374923706,1.4689524173736572,2.630000114440918
0.3895024359226227,1.420975923538208,1.2400000095367432
-0.2868984043598175,1.29127836227417,0.9399999976158142
0.6764603853225708,1.447082757949829,1.1399999856948853
5.952878200332634e-05,1.3673067092895508,2.190000057220459
0.7789453864097595,1.4623490571975708,1.0299999713897705
0.40999943017959595,1.4219410419464111,1.1100000143051147
0.24602347612380981,1.4087092876434326,1.6399999856948853
-0.2868984043598175,1.29127836227417,0.9200000166893005
-0.8608142733573914,1.331939935684204,1.0099999904632568
1.598825216293335,1.519723892211914,1.1100000143051147
-0.12292244285345078,1.3358335494995117,1.6799999475479126
0.819939374923706,1.4689524173736572,0.9900000095367432
-1.3937361240386963,1.3755228519439697,1.6299999952316284
0.22552648186683655,1.407949686050415,1.25
-0.5943533182144165,1.3019872903823853,1.6399999856948853
-0.4098803699016571,1.2817134857177734,1.0499999523162842
0.8609333634376526,1.4762189388275146,1.2400000095367432
0.4509934186935425,1.423304796218872,1.2699999809265137
-0.5328623652458191,1.295802116394043,1.5499999523162842
0.7789453864097595,1.4623490571975708,1.7000000476837158
-0.983796238899231,1.3433473110198975,0.9800000190734863
1.3938552141189575,1.5200464725494385,1.5800000429153442
-0.38938337564468384,1.2797644138336182,1.3300000429153442
5.952878200332634e-05,1.3673067092895508,1.059999942779541
-0.9018082618713379,1.3368494510650635,1.2599999904632568
1.4553462266921997,1.519060730934143,1.8300000429153442
1.4758431911468506,1.5187418460845947,1.159999966621399
1.598825216293335,1.519723892211914,1.340000033378601
-1.065784215927124,1.3497824668884277,1.0299999713897705
-0.4713713824748993,1.287778377532959,1.5499999523162842
-1.0247902870178223,1.3465648889541626,2.3299999237060547
-1.1887662410736084,1.3594350814819336,1.190000057220459
1.1478912830352783,1.5109015703201294,1.5399999618530273
0.5944724082946777,1.4349968433380127,0.8500000238418579
0.9839153289794922,1.4959888458251953,2.2200000286102295
-0.9223052859306335,1.338486671447754,1.1200000047683716
1.4143521785736084,1.519717812538147,2.059999942779541
0.041053518652915955,1.3769614696502686,1.0299999713897705
-1.5372151136398315,1.3869619369506836,1.600000023841858
0.47149044275283813,1.4237148761749268,1.0399999618530273
-1.6806941032409668,1.3986842632293701,1.100000023841858
-0.30739539861679077,1.2859245538711548,1.0
0.9634183049201965,1.4928091764450073,1.840000033378601
-1.3322452306747437,1.3706965446472168,1.2300000190734863
0.7994423508644104,1.4656506776809692,1.5499999523162842
1.2913702726364136,1.5188604593276978,1.7599999904632568
0.47149044275283813,1.4237148761749268,1.2000000476837158
1.516837239265442,1.5188276767730713,1.3200000524520874
-1.1272752285003662,1.3546086549758911,1.25
0.28701746463775635,1.4108302593231201,1.3300000429153442
-0.4713713824748993,1.287778377532959,0.9599999785423279
0.18453249335289001,1.4046707153320312,1.059999942779541
1.024909257888794,1.4998981952667236,1.399999976158142
-1.4347301721572876,1.3787404298782349,1.8700000047683716
1.2503762245178223,1.5177092552185059,1.2999999523162842
-1.1887662410736084,1.3594350814819336,1.840000033378601
1.106897234916687,1.5075243711471558,1.409999966621399
-0.2254074215888977,1.3073395490646362,1.1799999475479126
1.4553462266921997,1.519060730934143,1.8200000524520874
-0.08192845433950424,1.3470790386199951,2.25
1.598825216293335,1.519723892211914,1.2200000286102295
0.20502948760986328,1.4069221019744873,1.7599999904632568
-0.38938337564468384,1.2797644138336182,1.659999966621399
0.4304964244365692,1.4228949546813965,1.090000033378601
-1.5782091617584229,1.3902908563613892,1.5099999904632568
-1.4142332077026367,1.377131700515747,2.2699999809265137
0.34850844740867615,1.4169591665267944,2.4600000381469727
0.24602347612380981,1.4087092876434326,1.840000033378601
0.9839153289794922,1.4959888458251953,1.559999942779541
1.4758431911468506,1.5187418460845947,1.8300000429153442
-0.881311297416687,1.334628701210022,1.2300000190734863
0.8814303278923035,1.4795401096343994,2.390000104904175
0.8609333634376526,1.4762189388275146,1.340000033378601
1.3528612852096558,1.5205869674682617,1.2100000381469727
0.7174543738365173,1.453485369682312,0.9800000190734863
-0.20491042733192444,1.3128092288970947,1.190000057220459
1.598825216293335,1.519723892211914,1.850000023841858
-1.2297601699829102,1.3626525402069092,1.8200000524520874
0.8404363393783569,1.472422480583191,1.25
1.578328251838684,1.5194997787475586,1.3700000047683716
1.4553462266921997,1.519060730934143,1.6699999570846558
1.5373342037200928,1.5190517902374268,1.5299999713897705
-1.0247902870178223,1.3465648889541626,1.6200000047683716
-0.881311297416687,1.334628701210022,1.0299999713897705
-0.2868984043598175,1.29127836227417,1.100000023841858
1.4553462266921997,1.519060730934143,1.6699999570846558
1.4553462266921997,1.519060730934143,1.5700000524520874
-1.0452872514724731,1.3481736183166504,1.2599999904632568
0.16403549909591675,1.4015398025512695,0.9900000095367432
0.2665204703807831,1.4092402458190918,1.899999976158142
-0.08192845433950424,1.3470790386199951,1.1699999570846558
-0.450874388217926,1.285611867904663,1.1200000047683716
1.3938552141189575,1.5200464725494385,1.25
1.4553462266921997,1.519060730934143,1.559999942779541
1.516837239265442,1.5188276767730713,1.2599999904632568
-0.32789239287376404,1.2805708646774292,1.2899999618530273
-0.12292244285345078,1.3358335494995117,1.100000023841858
-0.43037739396095276,1.2836627960205078,1.3300000429153442
0.7174543738365173,1.453485369682312,1.149999976158142
-1.557712197303772,1.3886263370513916,1.340000033378601
-0.3483893871307373,1.2771360874176025,1.840000033378601
0.737951397895813,1.4563164710998535,1.9199999570846558
0.3075144588947296,1.4126672744750977,1.75
-0.020437465980648994,1.3624948263168335,1.2400000095367432
-0.5328623652458191,1.295802116394043,1.590000033378601
-0.3483893871307373,1.2771360874176025,1.340000033378601
-0.7583293318748474,1.319055199623108,0.9800000190734863
1.2093822956085205,1.5153056383132935,1.590000033378601
1.1888853311538696,1.5139718055725098,1.600000023841858
-1.2707542181015015,1.3658701181411743,0.9900000095367432
-0.7788262963294983,1.321629524230957,0.9800000190734863
-0.10242544859647751,1.3415896892547607,1.7400000095367432
-0.26640141010284424,1.2966320514678955,0.8600000143051147
-1.3937361240386963,1.3755228519439697,1.2000000476837158
0.5534784197807312,1.4304007291793823,1.1399999856948853
-0.08192845433950424,1.3470790386199951,1.1399999856948853
-1.147772192955017,1.356217622756958,1.4500000476837158
-1.4552271366119385,1.3803491592407227,1.409999966621399
-0.06143145635724068,1.3523939847946167,1.5099999904632568
-1.4552271366119385,1.3803491592407227,1.1200000047683716
-0.30739539861679077,1.2859245538711548,1.1299999952316284
0.12304150313138962,1.3951616287231445,1.3700000047683716
-1.5372151136398315,1.3869619369506836,1.600000023841858
0.6149693727493286,1.437294840812683,1.350000023841858
0.6354663968086243,1.440407156944275,1.8300000429153442
0.3895024359226227,1.420975923538208,1.850000023841858
1.4553462266921997,1.519060730934143,1.2899999618530273
-0.6968383193016052,1.3117543458938599,0.5299999713897705
-1.1887662410736084,1.3594350814819336,0.8299999833106995
-0.450874388217926,1.285611867904663,1.399999976158142
0.40999943017959595,1.4219410419464111,0.9800000190734863
-0.26640141010284424,1.2966320514678955,1.4800000190734863
-0.20491042733192444,1.3128092288970947,1.1299999952316284
-0.14341944456100464,1.3300776481628418,1.190000057220459
1.2298792600631714,1.5166397094726562,1.399999976158142
-1.7011910676956177,1.4003822803497314,2.2799999713897705
0.14353850483894348,1.3984092473983765,0.8899999856948853
0.28701746463775635,1.4108302593231201,0.9900000095367432
-0.6558443307876587,1.3078515529632568,0.9599999785423279
-0.26640141010284424,1.2966320514678955,1.7100000381469727
-0.6763413548469543,1.3098030090332031,1.7200000286102295
0.4304964244365692,1.4228949546813965,1.6100000143051147
-1.5782091617584229,1.3902908563613892,2.380000114440918
-1.2297601699829102,1.3626525402069092,1.0199999809265137
0.041053518652915955,1.3769614696502686,2.2300000190734863
-1.6192030906677246,1.3936198949813843,1.559999942779541
1.2298792600631714,1.5166397094726562,1.940000057220459
1.5373342037200928,1.5190517902374268,1.2599999904632568
-1.7011910676956177,1.4003822803497314,0.9300000071525574
0.6559633612632751,1.4437034130096436,1.059999942779541
1.516837239265442,1.5188276767730713,1.5299999713897705
-1.0452872514724731,1.3481736183166504,2.2799999713897705
-1.6192030906677246,1.3936198949813843,1.090000033378601
-1.2502572536468506,1.3642613887786865,1.9900000095367432
0.5739753842353821,1.4326987266540527,1.409999966621399
-0.7583293318748474,1.319055199623108,1.399999976158142
1.024909257888794,1.4998981952667236,1.2999999523162842
-0.4098803699016571,1.2817134857177734,1.1399999856948853
1.3323642015457153,1.5200114250183105,1.2300000190734863
1.4963401556015015,1.518603801727295,1.0800000429153442
-0.5943533182144165,1.3019872903823853,1.4500000476837158
-1.5372151136398315,1.3869619369506836,1.840000033378601
1.3323642015457153,1.5200114250183105,1.2599999904632568
0.3075144588947296,1.4126672744750977,1.3300000429153442
-1.6192030906677246,1.3936198949813843,0.9800000190734863
-1.3527421951293945,1.3723053932189941,0.9800000190734863
0.7174543738365173,1.453485369682312,1.3200000524520874
1.578328251838684,1.5194997787475586,1.559999942779541
0.3690054416656494,1.419106364250183,1.1799999475479126
-0.12292244285345078,1.3358335494995117,1.409999966621399
1.6398191452026367,1.5213623046875,0.9900000095367432
1.701310157775879,1.5245296955108643,1.5
0.28701746463775635,1.4108302593231201,1.3300000429153442
0.6559633612632751,1.4437034130096436,1.3300000429153442
-1.721688151359558,1.4020802974700928,1.840000033378601
-0.4098803699016571,1.2817134857177734,0.8899999856948853
-0.8198202848434448,1.3267784118652344,1.2200000286102295
0.14353850483894348,1.3984092473983765,1.899999976158142
-1.4552271366119385,1.3803491592407227,1.2200000286102295
-0.5943533182144165,1.3019872903823853,0.8100000023841858
0.7994423508644104,1.4656506776809692,1.2999999523162842
0.6764603853225708,1.447082757949829,2.0299999713897705
-0.43037739396095276,1.2836627960205078,1.2400000095367432
-0.7788262963294983,1.321629524230957,1.1100000143051147
0.7789453864097595,1.4623490571975708,1.0199999809265137
1.5578311681747437,1.5192759037017822,1.2100000381469727
